battery_percentage,battery_age_years,ambient_temp,terrain_slope,speed_avg_kmph,acceleration_level,hvac_on,driving_mode,drive_type,top_speed_kmph,total_power_kw,total_torque_nm,battery_capacity_kwh,battery_per_kWh,battery_remaining_kWh,electric_range_km
60.84,3.98,hot,4.0,73.01,0.52,yes,Sport,RWD,179.75,51.02,482.85,84.79,0.72,51.59,384.34
63.03,2.95,cold,4.85,60.56,0.99,yes,Normal,FWD,187.36,199.08,523.65,46.21,1.36,29.13,270.66
44.56,6.2,mild,3.98,89.08,0.13,yes,Sport,RWD,129.37,186.71,597.27,59.13,0.75,26.35,315.13
65.92,7.55,mild,1.1,61.71,0.72,yes,Sport,RWD,172.36,87.03,563.36,67.59,0.98,44.56,360.4
69.84,8.25,cold,-3.18,48.24,0.5,yes,Normal,FWD,144.63,96.45,146.3,77.93,0.9,54.43,377.36
86.69,0.16,hot,-3.88,84.52,0.43,yes,Normal,FWD,207.29,169.51,265.73,46.52,1.86,40.33,387.46
84.83,6.07,cold,-3.41,44.93,0.92,yes,Sport,FWD,168.47,116.18,573.46,98.33,0.86,83.41,469.81
65.28,6.38,hot,-4.97,44.5,0.06,no,Eco,RWD,239.07,70.27,472.39,95.55,0.68,62.38,473.56
81.44,5.72,mild,0.16,87.47,0.2,yes,Eco,FWD,150.01,154.14,356.95,96.26,0.85,78.39,556.95
54.0,0.83,hot,-0.65,93.39,0.59,yes,Eco,RWD,229.36,153.18,547.75,39.01,1.38,21.07,315.07
56.56,7.57,hot,-2.92,97.64,0.89,no,Normal,FWD,237.48,196.37,290.91,61.05,0.93,34.53,316.53
15.85,6.51,mild,-0.12,75.26,0.83,no,Normal,FWD,214.39,63.41,543.31,91.44,0.17,14.49,303.07
69.42,1.52,hot,-0.67,81.82,0.38,yes,Normal,FWD,122.07,51.96,464.69,84.87,0.82,58.92,463.84
96.46,6.58,cold,-2.85,114.88,0.15,yes,Eco,RWD,170.75,182.61,228.33,51.9,1.86,50.06,367.61
67.61,3.04,mild,4.02,96.08,0.13,no,Normal,FWD,175.91,83.84,571.79,62.9,1.07,42.53,415.58
61.57,9.04,hot,-0.96,29.21,0.36,no,Normal,FWD,186.33,167.09,591.7,96.32,0.64,59.3,429.6
89.63,3.51,mild,-2.54,38.88,0.14,yes,Sport,RWD,192.18,80.95,417.36,68.18,1.31,61.11,449.12
72.37,1.15,mild,2.79,84.36,0.63,no,Eco,RWD,214.5,140.59,434.21,50.65,1.43,36.66,410.54
37.84,2.3,cold,1.27,107.73,0.8,no,Eco,FWD,125.84,120.72,377.33,81.93,0.46,31.0,327.83
59.28,5.62,hot,-4.48,97.07,0.66,no,Normal,RWD,222.33,102.12,519.72,95.06,0.62,56.35,434.2
88.86,0.28,mild,-3.54,30.98,0.78,no,Eco,RWD,235.38,114.23,271.03,42.24,2.1,37.53,400.12
31.14,0.25,hot,-1.28,105.46,0.47,no,Normal,FWD,202.24,125.51,314.0,34.21,0.91,10.65,279.22
68.75,4.01,hot,1.62,86.8,0.7,no,Eco,FWD,245.77,71.58,534.25,95.73,0.72,65.81,496.52
53.82,3.01,mild,4.25,65.03,0.42,yes,Normal,RWD,196.21,136.46,275.08,99.56,0.54,53.58,436.22
83.17,0.57,cold,2.83,119.68,0.34,no,Normal,RWD,149.79,95.86,453.47,50.46,1.65,41.97,370.18
11.98,6.64,mild,-4.37,107.78,0.04,no,Eco,FWD,240.63,158.72,465.9,81.78,0.15,9.8,273.32
80.75,3.42,cold,0.96,26.84,0.87,no,Eco,RWD,205.55,84.08,338.23,69.34,1.16,55.99,438.18
65.04,4.39,cold,-4.83,20.03,0.11,no,Normal,FWD,125.62,198.49,240.17,32.34,2.01,21.03,278.81
32.43,1.45,mild,-0.17,57.42,0.4,yes,Eco,RWD,195.66,163.08,371.22,74.73,0.43,24.23,348.14
42.05,3.45,cold,2.15,28.59,0.36,yes,Sport,RWD,180.54,181.97,278.06,46.46,0.91,19.54,238.57
60.85,8.94,hot,1.59,66.52,0.01,yes,Eco,FWD,167.09,90.93,250.65,41.3,1.47,25.13,305.56
63.77,1.19,cold,0.71,114.97,0.97,yes,Normal,RWD,222.88,123.12,339.38,81.35,0.78,51.88,357.49
11.42,1.04,cold,3.68,65.34,0.7,yes,Normal,FWD,241.58,181.89,353.61,30.15,0.38,3.44,192.97
47.66,6.93,mild,0.71,84.35,0.95,no,Sport,FWD,124.63,108.47,308.67,91.87,0.52,43.79,394.35
37.5,0.32,hot,-2.62,105.11,0.82,no,Normal,FWD,142.14,155.56,182.58,83.47,0.45,31.3,331.25
29.68,7.63,cold,-0.5,112.78,0.94,yes,Sport,FWD,220.64,62.82,131.33,82.85,0.36,24.59,220.28
70.59,3.1,mild,0.28,30.17,0.6,yes,Normal,RWD,141.49,184.99,248.17,73.13,0.97,51.62,422.82
90.12,4.36,hot,-0.36,20.19,0.62,yes,Eco,RWD,124.15,155.41,504.84,68.95,1.31,62.14,449.54
78.55,1.37,hot,-4.76,61.2,0.18,yes,Normal,FWD,173.98,198.85,435.32,80.85,0.97,63.51,459.24
25.57,8.28,mild,-4.45,105.74,0.81,no,Sport,RWD,244.38,101.67,406.23,88.45,0.29,22.62,280.44
23.37,5.41,mild,0.81,120.46,0.33,no,Eco,FWD,195.93,135.21,148.26,92.91,0.25,21.71,325.52
96.75,7.24,hot,-2.97,77.02,0.36,yes,Eco,FWD,160.29,92.18,562.77,34.77,2.78,33.64,333.41
69.59,4.51,hot,3.72,28.58,0.09,yes,Normal,FWD,246.38,57.04,162.4,81.32,0.86,56.59,443.48
73.54,6.59,cold,4.01,101.61,0.59,no,Eco,FWD,205.12,87.46,188.4,65.98,1.11,48.52,372.57
50.15,0.4,hot,4.59,32.34,0.81,no,Eco,FWD,196.17,177.03,496.17,33.17,1.51,16.63,276.37
68.51,2.3,hot,-0.28,120.24,0.91,yes,Normal,RWD,212.49,55.03,546.67,74.38,0.92,50.96,381.94
11.64,7.71,cold,-1.48,119.25,0.82,yes,Sport,FWD,235.7,50.45,388.25,41.28,0.28,4.8,128.61
87.0,8.6,hot,3.1,129.05,0.77,yes,Eco,FWD,148.58,70.67,194.03,85.07,1.02,74.01,457.85
96.03,1.68,cold,-2.22,32.44,0.71,yes,Normal,RWD,153.38,59.81,536.43,51.45,1.87,49.41,377.29
66.39,2.89,cold,2.02,110.84,0.85,yes,Eco,FWD,196.06,68.16,480.89,80.89,0.82,53.7,377.43
92.34,9.6,hot,-0.76,26.24,0.2,yes,Eco,RWD,231.31,147.6,469.45,88.53,1.04,81.75,509.98
47.02,3.73,hot,-0.5,36.66,0.1,yes,Normal,RWD,135.3,55.84,482.6,69.27,0.68,32.57,360.8
13.53,2.92,mild,-4.17,67.51,0.32,yes,Sport,FWD,238.9,182.73,258.08,71.78,0.19,9.71,250.53
82.45,2.44,hot,0.24,45.41,0.99,no,Normal,RWD,201.67,120.51,349.38,31.53,2.61,26.0,310.32
90.98,6.81,cold,-4.68,63.99,0.22,yes,Eco,RWD,120.29,193.99,391.6,80.37,1.13,73.12,474.98
59.0,2.37,cold,-3.0,73.9,0.35,no,Sport,FWD,242.98,116.82,275.5,89.81,0.66,52.99,427.16
40.31,5.98,mild,0.64,89.14,0.96,no,Normal,RWD,144.05,120.47,336.7,32.17,1.25,12.97,279.38
43.31,3.78,mild,0.87,71.01,0.69,yes,Sport,RWD,238.65,149.13,409.87,93.49,0.46,40.49,370.82
20.95,2.11,cold,-1.49,83.47,0.06,yes,Sport,RWD,193.88,158.67,123.6,96.13,0.22,20.14,265.78
68.73,1.11,mild,-1.55,41.29,0.23,yes,Normal,RWD,231.36,99.54,114.02,47.3,1.45,32.51,374.87
21.48,7.74,hot,1.11,125.34,0.15,no,Normal,RWD,174.69,88.69,498.66,63.73,0.34,13.69,257.08
76.01,9.03,mild,-0.75,42.41,0.46,no,Normal,RWD,130.45,189.42,326.01,35.15,2.16,26.72,313.33
18.78,1.07,mild,-1.09,36.93,0.39,yes,Sport,RWD,206.78,62.16,149.55,66.47,0.28,12.48,277.69
21.91,1.31,hot,4.1,67.61,0.29,no,Eco,RWD,135.07,76.69,298.92,55.22,0.4,12.1,303.58
68.21,5.45,mild,-1.83,126.18,0.89,yes,Normal,RWD,140.94,179.36,537.07,83.81,0.81,57.17,385.26
75.12,2.02,mild,3.56,68.91,0.05,yes,Normal,RWD,225.9,186.65,331.95,83.59,0.9,62.79,485.95
76.49,6.2,cold,1.14,32.39,0.39,yes,Eco,RWD,131.21,128.52,420.58,65.71,1.16,50.26,377.19
10.49,4.27,hot,-0.88,75.45,0.09,yes,Eco,RWD,210.51,94.37,544.33,50.13,0.21,5.26,243.8
11.9,2.04,cold,-0.01,78.73,0.76,yes,Eco,RWD,213.05,194.0,437.88,60.35,0.2,7.18,224.09
56.41,0.4,mild,-0.82,56.18,0.54,no,Eco,FWD,199.23,193.64,466.46,55.96,1.01,31.57,389.15
64.97,8.91,mild,-1.47,42.32,0.3,yes,Normal,RWD,192.08,167.38,404.98,58.16,1.12,37.79,352.9
67.78,5.09,cold,0.27,113.14,0.14,no,Sport,RWD,159.77,146.28,412.68,56.71,1.2,38.44,355.1
59.58,1.84,mild,0.15,69.35,0.09,no,Eco,RWD,174.37,65.28,336.57,92.18,0.65,54.92,517.85
63.49,5.54,mild,-3.49,22.15,0.81,no,Sport,RWD,189.22,182.86,153.2,87.24,0.73,55.39,425.95
90.26,2.43,hot,-1.06,127.69,0.15,yes,Sport,RWD,207.1,195.65,104.24,76.16,1.19,68.74,447.6
75.68,6.33,cold,4.78,83.16,0.88,yes,Normal,FWD,248.27,99.1,314.16,94.72,0.8,71.68,443.89
15.76,5.24,hot,2.74,76.31,0.01,yes,Eco,RWD,235.94,148.97,209.23,56.18,0.28,8.85,260.14
13.22,5.25,hot,-0.7,116.52,0.21,yes,Eco,FWD,195.25,154.71,470.95,38.26,0.35,5.06,206.82
76.72,4.26,hot,-1.13,103.64,0.75,no,Eco,FWD,199.63,53.94,504.57,59.24,1.3,45.45,390.5
70.04,4.15,cold,2.13,43.15,0.26,no,Sport,FWD,132.94,160.19,222.8,56.05,1.25,39.26,367.81
61.4,6.98,mild,-2.9,100.59,0.31,no,Normal,FWD,244.95,143.53,396.19,37.42,1.64,22.98,321.81
73.2,0.41,cold,4.17,75.25,0.08,yes,Eco,RWD,143.6,165.5,475.5,36.83,1.99,26.96,325.18
83.98,2.25,cold,2.94,92.44,0.88,no,Sport,RWD,173.49,180.37,157.65,68.83,1.22,57.8,405.49
18.84,1.01,mild,-4.19,39.03,0.87,yes,Normal,FWD,188.17,72.22,536.97,78.65,0.24,14.82,284.82
97.88,3.47,hot,2.47,36.61,0.75,no,Eco,RWD,205.75,83.31,310.08,54.87,1.78,53.71,435.2
41.63,6.66,hot,4.32,126.91,0.47,yes,Normal,RWD,142.12,137.5,284.4,37.0,1.13,15.4,220.91
54.28,4.33,hot,0.01,58.05,0.26,no,Normal,RWD,234.88,190.4,570.52,84.99,0.64,46.13,409.12
83.89,2.93,mild,0.72,102.67,0.84,no,Eco,RWD,246.79,55.05,543.96,42.18,1.99,35.38,380.66
41.04,0.69,mild,-4.81,51.11,0.36,no,Eco,FWD,175.7,143.58,589.0,67.34,0.61,27.64,375.28
44.04,0.93,cold,1.78,101.06,0.23,no,Sport,RWD,193.13,80.23,318.28,30.92,1.42,13.62,267.24
67.32,0.15,mild,3.04,71.64,0.61,no,Eco,RWD,233.27,70.75,445.73,82.09,0.82,55.26,496.57
93.33,1.98,mild,-2.76,32.65,0.48,no,Normal,RWD,230.31,152.7,387.53,49.91,1.87,46.58,434.97
74.11,8.87,hot,4.87,101.76,0.35,yes,Sport,RWD,146.55,188.44,497.34,51.52,1.44,38.18,312.74
95.21,1.67,mild,-4.27,26.22,0.35,yes,Sport,FWD,131.65,97.58,398.63,36.02,2.64,34.29,341.71
46.79,6.1,hot,3.18,90.53,0.83,no,Sport,RWD,184.68,171.34,478.59,33.07,1.41,15.47,257.21
29.04,2.72,cold,2.25,49.77,0.89,yes,Normal,RWD,207.5,78.75,467.85,97.23,0.3,28.24,276.92
78.31,3.23,cold,-2.1,57.62,0.17,yes,Normal,FWD,219.14,84.95,590.67,81.56,0.96,63.87,447.43
25.46,6.87,hot,4.24,100.44,0.41,no,Eco,RWD,195.65,67.66,164.52,90.04,0.28,22.92,319.92
86.8,7.94,mild,3.76,80.13,0.29,no,Normal,RWD,162.1,100.99,373.02,81.43,1.07,70.68,509.38
99.87,0.68,hot,2.79,102.38,0.63,no,Eco,RWD,132.56,54.48,374.44,55.42,1.8,55.35,461.09
68.65,9.66,cold,0.55,77.14,0.71,no,Normal,FWD,201.64,107.27,348.68,88.94,0.77,61.06,411.55
85.13,0.41,mild,-4.25,98.98,0.66,no,Eco,FWD,226.1,54.87,461.63,99.35,0.86,84.58,604.76
62.9,7.02,cold,-3.03,120.21,0.01,no,Normal,FWD,190.56,131.15,563.27,74.02,0.85,46.56,358.11
52.9,6.47,cold,-2.67,82.96,0.21,yes,Normal,RWD,132.23,59.23,374.83,83.23,0.64,44.03,374.39
15.13,7.34,cold,0.21,81.65,0.4,no,Normal,RWD,172.6,199.18,344.08,69.08,0.22,10.45,225.39
19.29,0.98,mild,0.07,54.1,0.86,no,Sport,FWD,210.25,61.52,576.36,47.12,0.41,9.09,282.8
96.61,8.63,hot,1.24,125.08,0.97,no,Normal,FWD,218.07,120.29,377.21,73.44,1.32,70.95,430.06
39.52,3.93,hot,-3.25,47.87,0.08,yes,Normal,RWD,208.54,78.76,193.79,98.7,0.4,39.01,380.1
82.74,8.01,cold,-1.94,50.54,0.23,no,Sport,RWD,206.12,101.78,391.46,62.0,1.33,51.3,375.88
20.57,9.86,hot,0.42,92.99,0.49,no,Eco,RWD,218.41,180.07,572.82,91.78,0.22,18.88,298.34
54.3,8.03,hot,-4.89,118.05,0.37,yes,Normal,FWD,203.78,148.62,441.43,38.41,1.41,20.86,249.52
17.34,4.31,cold,-0.48,40.38,0.76,no,Eco,RWD,159.84,189.43,422.56,56.59,0.31,9.81,246.24
20.78,7.18,cold,4.22,98.75,0.45,no,Sport,FWD,201.2,81.62,164.16,90.76,0.23,18.86,256.8
22.42,9.38,mild,2.18,82.12,0.8,yes,Eco,FWD,198.65,165.45,459.69,44.39,0.51,9.95,221.08
82.79,4.22,cold,-2.25,50.32,0.33,yes,Normal,RWD,182.67,180.36,192.74,89.06,0.93,73.73,472.35
90.15,1.55,cold,1.3,120.81,0.81,no,Normal,FWD,176.19,119.57,291.09,82.21,1.1,74.11,489.74
23.7,3.43,mild,-2.0,38.53,0.84,yes,Eco,FWD,135.04,186.88,341.74,46.51,0.51,11.02,262.96
77.25,1.9,cold,-4.56,23.73,0.79,no,Eco,RWD,244.36,135.35,383.65,81.77,0.94,63.17,450.02
30.12,5.37,mild,-4.0,64.75,0.02,no,Eco,RWD,142.45,66.28,319.46,70.37,0.43,21.2,339.86
60.69,1.08,hot,-4.71,67.6,0.6,no,Sport,RWD,123.79,160.88,430.59,38.28,1.59,23.23,314.78
18.83,1.92,mild,-2.83,109.76,0.43,no,Sport,FWD,172.8,175.4,537.13,69.72,0.27,13.13,284.07
23.98,5.34,cold,-2.37,116.1,0.83,no,Normal,RWD,197.9,160.19,336.46,47.02,0.51,11.28,198.33
41.87,1.44,cold,3.69,91.55,0.63,no,Normal,RWD,132.57,131.63,558.43,32.12,1.3,13.45,269.27
12.57,0.82,hot,-2.34,67.98,0.44,no,Eco,FWD,143.48,90.3,237.04,94.81,0.13,11.92,297.55
98.1,9.85,mild,2.91,128.13,0.69,no,Sport,FWD,188.52,115.0,164.88,61.34,1.6,60.17,400.07
84.64,9.87,cold,2.76,24.44,0.05,yes,Sport,FWD,243.61,198.15,106.75,37.7,2.25,31.91,250.48
11.72,8.99,cold,4.45,77.8,0.94,yes,Sport,RWD,153.35,190.59,558.93,73.59,0.16,8.62,152.31
49.85,6.37,cold,0.44,104.66,0.26,no,Eco,RWD,135.12,123.31,556.73,46.9,1.06,23.38,311.07
60.84,2.23,mild,1.87,112.56,0.78,yes,Normal,FWD,208.62,63.78,598.77,65.34,0.93,39.75,350.98
47.74,9.45,mild,-1.17,27.87,0.46,yes,Sport,RWD,129.81,155.03,239.47,39.01,1.22,18.62,237.65
18.9,6.85,mild,-1.57,71.56,0.57,yes,Normal,RWD,142.51,87.06,562.64,81.05,0.23,15.32,275.43
60.98,8.42,mild,1.68,69.75,0.55,no,Eco,RWD,192.17,101.16,124.51,98.26,0.62,59.92,471.89
66.2,4.85,cold,2.69,86.97,0.72,yes,Normal,RWD,193.0,182.45,211.82,59.09,1.12,39.12,306.88
72.38,5.1,mild,-4.63,73.75,0.27,yes,Sport,FWD,240.07,176.94,380.12,32.74,2.21,23.7,286.37
79.37,5.48,hot,0.6,71.53,0.28,yes,Normal,FWD,181.3,157.43,147.37,74.54,1.06,59.16,452.08
55.39,4.7,cold,1.81,124.53,0.15,no,Sport,RWD,221.15,66.85,476.0,45.49,1.22,25.2,278.06
16.24,1.9,hot,3.7,37.01,0.96,no,Eco,FWD,217.13,123.36,103.84,52.62,0.31,8.55,263.61
97.73,6.07,cold,0.58,73.95,0.39,no,Eco,RWD,208.68,166.23,124.4,75.09,1.3,73.39,498.23
59.2,2.5,hot,0.62,34.25,0.92,yes,Sport,FWD,204.79,115.65,300.25,65.07,0.91,38.52,326.86
63.3,3.86,hot,4.01,58.68,0.14,no,Eco,FWD,246.86,70.27,460.1,53.29,1.19,33.73,390.63
17.45,4.51,mild,0.5,124.62,0.91,yes,Eco,FWD,217.53,132.91,272.19,36.71,0.48,6.41,215.61
73.87,2.47,hot,4.89,70.32,0.95,yes,Sport,FWD,174.97,193.79,142.08,96.33,0.77,71.16,445.27
94.58,8.17,cold,0.17,76.7,0.64,no,Sport,FWD,123.93,56.91,507.03,32.34,2.92,30.59,301.09
96.29,3.99,hot,-1.84,110.01,0.57,no,Eco,FWD,187.14,56.49,512.84,71.86,1.34,69.19,487.94
96.3,0.54,mild,3.1,125.18,0.97,yes,Sport,FWD,221.01,124.21,288.22,83.43,1.15,80.34,505.27
96.05,9.35,mild,0.29,44.53,0.38,no,Normal,FWD,191.97,119.64,175.89,57.56,1.67,55.29,461.8
31.75,0.53,mild,-0.65,109.36,0.84,no,Normal,RWD,121.07,113.29,259.85,44.74,0.71,14.2,288.66
12.27,4.39,mild,-2.47,71.38,0.32,yes,Sport,RWD,209.04,185.7,127.99,63.54,0.19,7.8,229.73
46.26,3.96,hot,0.13,100.39,0.43,no,Normal,FWD,199.53,74.74,434.09,64.11,0.72,29.66,359.77
16.42,3.74,mild,-1.09,116.83,0.97,no,Sport,RWD,182.9,85.66,572.16,56.07,0.29,9.21,227.07
83.69,2.79,cold,-4.65,37.41,0.82,yes,Eco,FWD,154.1,54.56,527.69,67.01,1.25,56.08,400.09
60.01,8.9,mild,-0.96,111.13,0.24,no,Eco,FWD,169.48,134.35,254.99,86.06,0.7,51.64,429.59
86.63,8.1,hot,3.46,54.96,0.41,yes,Sport,FWD,198.02,90.74,449.52,59.34,1.46,51.41,366.52
17.7,9.32,mild,-0.65,93.11,0.86,no,Normal,RWD,150.65,111.77,522.26,71.21,0.25,12.6,254.4
30.87,5.13,cold,1.36,67.69,0.37,yes,Normal,RWD,192.17,59.59,146.45,83.84,0.37,25.88,278.72
39.43,9.46,mild,3.77,74.37,0.99,no,Sport,RWD,154.96,148.68,362.62,77.93,0.51,30.73,309.41
12.37,7.18,hot,-3.34,53.5,0.68,yes,Normal,RWD,237.98,100.33,330.94,97.8,0.13,12.1,235.93
44.18,3.49,cold,-4.18,126.38,0.62,yes,Normal,FWD,195.5,143.94,237.83,72.34,0.61,31.96,262.07
63.64,0.95,cold,-2.08,105.8,0.85,no,Normal,RWD,233.6,80.09,192.21,65.53,0.97,41.7,379.63
96.54,1.21,hot,-3.16,111.18,0.73,no,Sport,RWD,191.8,154.83,418.03,89.38,1.08,86.29,549.53
76.48,0.81,mild,-3.5,95.23,0.12,no,Normal,RWD,199.93,82.46,404.48,64.52,1.19,49.34,466.15
88.25,3.75,mild,-0.13,84.56,0.16,yes,Eco,FWD,217.1,181.28,203.51,48.69,1.81,42.97,408.77
76.8,8.72,hot,-2.99,75.08,0.14,yes,Sport,RWD,159.2,62.5,504.43,39.41,1.95,30.27,296.0
64.98,8.0,hot,1.17,119.97,0.2,yes,Normal,RWD,217.09,132.06,287.08,80.77,0.8,52.48,383.29
26.53,1.17,cold,2.6,56.68,0.23,yes,Eco,RWD,238.81,131.78,522.91,74.1,0.36,19.66,281.06
70.57,2.88,cold,-3.78,123.15,0.44,yes,Eco,RWD,179.27,183.42,260.03,37.89,1.86,26.74,278.87
97.42,7.02,hot,4.82,106.36,0.17,yes,Normal,FWD,191.18,66.27,246.76,66.96,1.45,65.23,440.88
80.67,6.98,hot,0.65,23.12,0.57,yes,Sport,FWD,240.57,186.98,470.48,87.4,0.92,70.51,425.67
79.83,8.23,mild,-1.82,94.6,0.34,yes,Normal,FWD,175.47,168.79,161.52,77.93,1.02,62.21,439.4
28.6,6.07,cold,1.57,108.42,0.77,no,Eco,FWD,149.17,67.5,106.28,95.46,0.3,27.3,281.04
84.72,7.19,hot,2.88,88.6,0.95,yes,Sport,FWD,191.65,133.25,268.52,68.58,1.24,58.1,380.02
45.76,3.56,mild,-0.62,35.26,0.02,yes,Sport,RWD,213.2,60.3,313.05,99.09,0.46,45.34,406.43
16.6,7.62,mild,-3.49,108.96,0.97,no,Eco,FWD,233.98,129.04,266.69,62.22,0.27,10.33,242.16
15.46,9.73,cold,-0.27,41.18,0.36,yes,Normal,FWD,200.24,76.0,233.21,73.89,0.21,11.42,212.09
25.83,2.48,cold,2.24,62.17,0.75,no,Eco,FWD,124.0,112.62,582.8,96.31,0.27,24.88,308.22
70.05,5.47,cold,3.06,96.11,0.9,no,Eco,RWD,247.44,140.61,105.28,31.74,2.21,22.23,269.87
93.67,4.16,hot,-4.16,44.08,0.22,no,Normal,RWD,161.92,72.85,371.02,61.19,1.53,57.32,453.8
72.45,4.07,cold,1.39,105.79,0.44,yes,Sport,FWD,127.58,160.65,507.23,44.74,1.62,32.41,285.04
35.83,6.07,cold,3.52,56.76,0.22,no,Eco,RWD,222.62,94.17,242.43,88.02,0.41,31.54,356.39
94.94,8.27,cold,-1.74,107.17,0.82,no,Normal,RWD,141.22,116.76,193.24,67.25,1.41,63.85,409.2
23.44,3.44,hot,-3.51,119.67,0.11,no,Eco,FWD,131.05,139.86,530.83,63.72,0.37,14.94,295.42
93.43,4.35,hot,2.37,95.66,0.04,yes,Normal,RWD,183.37,158.75,431.14,60.77,1.54,56.78,452.3
86.98,8.25,hot,1.06,88.17,0.01,no,Eco,RWD,227.3,164.04,525.67,51.71,1.68,44.98,410.21
80.47,9.19,mild,2.12,83.11,0.8,no,Normal,RWD,242.37,116.82,102.64,33.19,2.42,26.71,325.19
34.47,6.7,mild,4.38,27.39,0.31,yes,Normal,FWD,207.36,134.9,322.6,75.75,0.46,26.11,299.58
74.2,8.3,cold,-4.09,99.29,0.76,yes,Sport,FWD,242.17,136.49,174.65,77.1,0.96,57.21,335.42
35.9,7.43,mild,-3.73,52.59,0.77,no,Eco,FWD,204.14,65.8,287.86,92.32,0.39,33.14,359.61
90.18,1.62,hot,4.89,20.54,0.16,yes,Eco,FWD,122.08,58.59,239.09,79.29,1.14,71.5,501.04
60.21,9.24,mild,0.45,66.91,0.36,yes,Eco,RWD,208.99,144.54,361.79,56.09,1.07,33.77,360.89
50.23,8.56,mild,4.78,37.19,0.52,no,Normal,RWD,165.26,147.76,215.03,66.44,0.76,33.37,340.52
92.62,4.84,mild,3.18,37.36,0.3,yes,Eco,FWD,211.81,133.12,178.19,77.17,1.2,71.47,520.37
19.18,2.52,hot,4.66,84.83,0.06,yes,Eco,FWD,207.04,173.5,116.78,76.01,0.25,14.58,299.73
49.82,7.64,cold,0.1,127.48,0.38,yes,Normal,FWD,202.27,165.47,168.14,35.2,1.42,17.54,203.51
78.01,6.12,hot,-0.64,91.07,0.92,no,Normal,FWD,158.42,68.79,195.23,66.76,1.17,52.08,420.89
22.61,0.25,hot,-2.26,91.23,0.45,yes,Sport,FWD,124.0,158.77,211.91,31.14,0.73,7.04,240.53
38.17,0.38,cold,0.5,63.14,0.24,yes,Normal,FWD,194.45,170.3,271.61,92.64,0.41,35.36,350.66
83.04,4.34,hot,-3.4,30.33,0.66,no,Normal,RWD,192.55,112.76,123.61,93.05,0.89,77.27,512.98
21.84,8.9,mild,2.5,21.88,0.08,yes,Normal,FWD,190.07,179.44,366.58,45.23,0.48,9.88,224.83
12.55,4.23,cold,-2.95,29.9,0.83,no,Sport,RWD,175.88,175.33,500.52,57.7,0.22,7.24,187.68
98.07,8.8,cold,4.92,129.54,0.02,yes,Normal,FWD,239.37,195.12,564.41,84.61,1.16,82.98,472.28
51.73,0.08,hot,2.05,42.06,0.85,yes,Eco,FWD,229.99,167.79,170.59,86.81,0.6,44.91,391.14
13.13,0.22,mild,2.5,107.25,0.16,yes,Eco,FWD,193.01,158.82,535.09,69.06,0.19,9.07,292.68
40.46,3.66,hot,-3.05,97.5,0.59,no,Sport,FWD,150.3,94.34,459.4,32.29,1.25,13.06,270.2
82.19,8.61,cold,4.23,105.08,0.07,no,Sport,RWD,224.89,108.33,163.67,64.76,1.27,53.23,382.1
34.54,8.32,hot,-3.14,129.76,0.54,no,Sport,FWD,240.37,116.3,191.1,37.98,0.91,13.12,203.53
82.06,2.22,hot,1.6,111.1,0.89,yes,Eco,RWD,191.98,156.45,443.39,66.42,1.24,54.5,417.19
64.17,6.7,cold,4.54,115.34,0.98,no,Sport,RWD,241.99,87.15,183.49,82.17,0.78,52.73,359.9
17.09,0.64,mild,-4.66,126.74,0.9,no,Normal,RWD,136.02,135.23,104.96,37.25,0.46,6.37,238.66
79.04,8.53,cold,0.86,58.41,0.71,no,Eco,FWD,137.33,162.48,376.51,49.38,1.6,39.03,330.28
25.2,8.69,hot,1.74,124.07,0.11,no,Eco,RWD,132.89,137.67,597.08,76.34,0.33,19.24,281.84
53.82,3.2,mild,-0.89,86.94,0.71,yes,Sport,FWD,249.65,102.91,456.14,31.91,1.69,17.17,270.57
93.17,3.86,cold,2.49,112.47,0.95,yes,Normal,RWD,164.13,189.64,172.19,52.41,1.78,48.83,336.27
20.7,4.77,hot,-4.5,108.34,0.68,no,Eco,RWD,173.74,120.02,220.93,84.14,0.25,17.42,274.17
97.31,8.81,cold,1.92,24.89,0.06,yes,Sport,RWD,122.78,157.21,350.01,80.52,1.21,78.35,452.14
61.71,0.53,mild,2.44,51.0,0.29,yes,Eco,RWD,194.11,185.25,211.11,65.74,0.94,40.57,428.02
82.71,9.6,hot,2.89,96.24,0.94,yes,Sport,RWD,139.34,86.59,552.69,72.98,1.13,60.36,369.59
44.72,9.71,cold,2.81,105.77,0.17,yes,Sport,RWD,155.34,109.18,265.24,94.1,0.48,42.08,310.7
42.13,9.6,hot,-4.5,117.35,0.59,yes,Normal,RWD,189.77,174.2,423.19,38.4,1.1,16.18,207.27
59.1,8.73,mild,-4.12,41.9,0.15,yes,Sport,RWD,215.99,136.96,244.64,88.59,0.67,52.36,389.72
66.41,8.98,mild,-4.88,103.72,0.31,no,Eco,RWD,126.3,73.9,153.18,99.87,0.66,66.32,487.25
83.01,6.56,cold,-2.29,28.09,0.8,no,Normal,RWD,120.86,192.29,285.51,60.18,1.38,49.96,367.5
29.8,9.24,hot,0.32,30.65,0.15,yes,Sport,FWD,233.87,183.73,126.29,78.24,0.38,23.32,269.52
37.45,7.89,hot,4.89,105.16,0.46,yes,Sport,RWD,226.9,162.51,121.21,78.01,0.48,29.21,263.28
