hydrogen_percentage,fuel_cell_age_years,fuel_cell_efficiency,ambient_temp,terrain_slope,speed_avg_kmph,acceleration_level,hvac_on,driving_mode,drive_type,cargo_volume_liters,top_speed_kmph,total_power_kw,total_torque_nm,range_in_km
98.41,13.8,43.97,hot,0.35,99.62,0.38,yes,eco,FWD,1761.42,184.24,225.04,822.44,585.26
50.33,12.41,62.7,mild,0.04,79.39,0.09,yes,sport,AWD,190.8,293.24,169.02,687.64,555.72
42.97,10.1,43.22,mild,3.61,62.59,0.32,yes,normal,AWD,243.47,297.54,83.45,651.27,478.37
63.53,9.16,53.48,cold,-1.39,65.14,0.18,no,sport,AWD,1225.6,265.0,51.34,239.64,522.88
42.16,14.47,50.26,mild,2.83,88.02,0.41,no,normal,RWD,317.31,186.72,212.84,598.9,528.27
93.32,6.8,43.61,mild,-1.24,53.41,0.07,yes,sport,FWD,894.37,191.3,182.98,479.61,591.66
39.32,14.99,42.42,mild,0.22,93.39,0.89,yes,eco,FWD,550.14,201.08,248.72,950.84,485.57
73.46,0.9,59.82,hot,-0.98,75.03,0.87,yes,normal,FWD,533.33,191.46,59.0,768.02,578.52
59.25,14.68,58.64,cold,1.34,110.78,0.16,no,sport,RWD,1384.7,265.01,209.6,609.88,515.07
76.66,10.29,51.88,mild,-2.74,58.87,0.54,yes,eco,AWD,586.1,150.67,74.03,846.24,515.53
24.65,14.29,50.2,mild,-4.53,56.6,0.61,no,normal,FWD,1622.3,269.49,230.45,848.88,483.29
82.3,7.64,51.65,hot,4.82,93.95,0.69,yes,eco,FWD,1303.79,184.88,60.73,261.35,494.4
17.2,8.32,62.13,hot,-4.46,77.83,0.5,no,normal,FWD,1751.32,223.7,192.48,135.54,527.97
53.95,14.84,51.12,mild,-1.66,28.61,0.15,no,eco,FWD,1890.61,162.44,85.2,750.8,518.36
16.08,13.5,47.61,mild,-3.51,29.61,0.14,yes,sport,FWD,500.96,281.1,247.12,881.64,472.32
57.59,1.98,62.86,cold,-1.08,69.25,0.32,no,normal,AWD,1411.3,162.23,50.16,255.58,572.83
24.56,9.35,50.67,mild,3.72,45.42,0.26,yes,normal,RWD,310.9,222.3,208.19,223.23,519.47
96.72,14.76,41.81,cold,1.85,26.63,0.11,no,eco,AWD,1406.83,223.11,142.4,320.55,577.62
88.37,11.29,58.52,hot,1.17,112.4,0.72,no,eco,AWD,1999.62,206.07,89.21,610.85,496.27
36.23,2.61,48.96,cold,-3.55,119.65,0.96,yes,sport,AWD,1862.52,215.57,157.36,106.3,413.15
80.2,12.33,44.56,mild,1.7,35.96,0.42,yes,normal,AWD,526.37,290.8,232.43,971.97,585.81
98.96,6.42,55.75,hot,-3.55,74.28,0.39,no,sport,FWD,357.93,251.81,168.79,661.02,633.47
22.69,11.68,58.52,cold,-2.95,119.76,0.76,yes,normal,RWD,1288.08,212.97,107.93,834.74,386.45
80.53,8.64,42.91,cold,-1.59,22.95,0.92,yes,sport,RWD,424.32,296.08,195.86,142.57,523.02
15.72,2.9,55.21,cold,1.22,24.4,0.92,no,normal,AWD,1119.78,290.34,144.42,452.66,482.43
16.18,3.63,44.57,hot,-3.97,41.57,0.43,yes,sport,FWD,984.7,188.2,152.24,381.73,457.48
17.48,11.04,58.69,cold,2.22,42.49,0.58,yes,sport,AWD,1309.3,291.3,225.87,151.09,494.74
97.73,12.99,64.17,mild,-4.85,46.98,0.2,yes,eco,FWD,337.77,164.22,141.41,544.32,636.81
82.38,0.61,48.86,mild,-3.35,48.78,0.72,yes,eco,RWD,139.05,205.81,127.04,213.12,606.57
35.35,1.09,46.37,cold,-1.05,69.08,0.19,yes,normal,AWD,744.38,280.33,151.6,654.84,561.37
65.69,6.63,57.82,cold,4.75,47.72,0.82,yes,sport,AWD,1912.16,171.44,101.06,487.01,484.35
64.26,4.86,51.16,cold,-4.13,110.45,0.56,no,normal,AWD,618.56,213.89,237.77,523.44,577.26
77.9,8.77,46.13,cold,-2.31,61.82,0.4,yes,eco,RWD,1777.35,216.51,141.98,233.04,569.01
40.72,5.89,64.76,cold,-2.86,101.98,0.65,no,eco,AWD,1484.36,216.27,166.81,337.7,541.09
88.27,0.8,58.73,cold,2.16,23.8,0.9,no,sport,FWD,855.34,190.33,87.04,261.49,587.64
46.54,12.52,50.47,cold,-3.57,65.62,0.43,yes,sport,AWD,354.14,150.33,167.29,813.02,495.83
61.58,2.2,46.37,mild,-3.86,23.59,0.42,yes,eco,AWD,374.96,166.77,197.32,563.52,598.09
98.99,9.2,49.08,cold,-4.2,57.53,0.79,yes,normal,AWD,147.01,255.95,195.51,320.92,591.95
14.57,7.88,58.19,mild,2.87,39.08,0.88,no,sport,AWD,182.66,195.36,127.72,559.2,457.18
63.12,6.31,48.22,mild,-0.16,65.86,0.2,no,sport,FWD,1116.37,188.68,193.5,107.38,610.09
76.22,9.81,48.68,hot,4.87,38.52,0.0,yes,normal,FWD,1613.45,207.51,188.33,130.72,572.76
97.57,14.35,43.62,cold,-1.99,81.22,0.44,yes,sport,FWD,1259.08,283.49,207.95,108.55,540.59
13.63,7.52,42.12,hot,4.03,96.99,0.31,yes,eco,FWD,189.48,162.83,135.44,116.12,445.47
58.84,6.8,52.14,hot,-4.44,88.98,0.39,yes,normal,FWD,1354.49,159.95,153.72,779.65,524.67
83.52,4.08,57.64,cold,-2.38,72.03,0.53,yes,eco,AWD,1900.83,177.38,190.99,772.89,607.76
40.34,12.57,59.93,hot,-3.51,104.97,0.42,no,normal,AWD,1715.99,290.26,92.27,418.98,425.39
70.2,13.85,40.33,mild,0.34,45.94,0.79,no,eco,AWD,1035.06,281.59,150.87,498.59,542.56
75.55,6.94,55.03,mild,-0.65,45.14,0.46,yes,normal,FWD,320.64,264.45,195.58,450.26,606.54
40.6,13.39,42.48,cold,4.79,68.94,0.25,no,normal,AWD,403.32,178.45,77.6,460.23,479.31
59.72,9.36,51.65,hot,-3.75,58.35,0.32,yes,sport,AWD,263.38,163.5,236.82,700.97,583.85
31.6,5.88,55.92,cold,-2.2,42.53,0.17,yes,sport,FWD,1458.63,285.42,76.94,450.02,462.6
88.83,11.76,59.31,mild,1.87,34.47,0.85,no,eco,AWD,1737.34,274.55,84.2,770.3,554.87
87.2,5.35,45.07,hot,-1.76,53.5,0.73,no,eco,AWD,737.46,235.9,61.01,818.82,578.85
22.42,12.25,55.38,mild,1.88,101.41,0.42,no,normal,FWD,1186.48,260.14,204.55,123.44,488.2
32.35,2.44,61.3,mild,2.49,114.43,0.88,no,sport,RWD,1122.76,261.81,198.3,372.41,506.15
86.98,4.29,56.77,hot,2.39,33.91,0.37,no,sport,AWD,1945.53,223.92,112.61,391.72,592.49
15.4,4.26,56.78,mild,2.36,22.58,0.87,yes,normal,RWD,1896.36,199.64,169.77,395.62,454.92
78.82,11.83,44.43,hot,-3.67,60.84,0.91,yes,eco,AWD,1975.07,263.65,159.2,797.68,498.95
78.96,4.94,63.48,cold,-2.26,66.59,0.31,yes,sport,RWD,1767.33,239.72,99.03,293.36,573.83
97.44,11.06,56.1,hot,-1.47,91.23,0.48,yes,normal,FWD,199.85,174.22,72.36,973.79,551.61
61.4,14.59,55.29,hot,1.6,66.83,0.27,no,eco,AWD,1816.27,174.99,119.87,932.64,544.24
42.74,9.65,49.48,hot,-1.31,84.36,0.86,no,sport,RWD,243.64,189.45,246.6,368.38,572.52
56.75,4.37,61.38,hot,-2.98,116.45,0.7,no,eco,AWD,460.12,251.31,228.41,334.97,601.44
65.26,6.55,55.78,hot,-1.27,69.23,0.02,no,normal,AWD,251.32,197.71,240.66,917.5,656.08
24.63,10.15,47.67,cold,-3.08,39.08,0.74,yes,normal,AWD,1742.26,239.46,108.31,645.22,426.39
78.5,4.8,61.22,cold,2.51,111.15,0.79,no,sport,RWD,1067.84,237.27,200.36,794.56,593.43
16.59,14.54,47.47,cold,2.66,78.05,0.79,no,sport,FWD,1175.82,286.35,212.74,819.39,452.72
57.56,9.45,56.45,cold,-4.08,101.72,0.99,yes,eco,AWD,1426.7,201.87,58.42,642.77,408.09
67.53,10.65,47.76,hot,0.52,56.66,0.1,yes,sport,RWD,102.99,155.4,170.17,457.01,557.0
69.78,9.24,62.26,hot,2.07,76.1,0.41,no,eco,FWD,1893.78,248.8,85.48,173.3,585.36
68.84,1.18,51.35,hot,-3.53,105.5,0.66,no,normal,AWD,661.92,225.76,217.4,740.16,603.96
86.93,1.44,46.21,cold,-3.69,31.86,0.45,yes,normal,RWD,1341.34,272.42,79.67,732.87,559.15
60.07,3.24,42.21,cold,4.84,95.41,0.81,yes,eco,AWD,1914.87,185.29,229.59,137.2,532.75
75.16,13.09,63.93,hot,3.65,88.92,0.0,yes,normal,FWD,1595.01,173.94,61.51,350.07,530.78
98.78,0.57,44.91,cold,1.23,84.56,0.93,no,sport,RWD,417.31,219.46,223.05,140.57,642.84
21.62,4.58,52.43,mild,-3.51,20.68,0.07,yes,sport,AWD,340.06,198.03,187.86,998.84,510.79
30.35,14.94,61.6,hot,3.76,106.05,0.81,no,normal,RWD,1675.47,276.06,175.84,726.02,439.64
33.96,11.14,59.92,cold,2.14,24.28,0.53,yes,normal,AWD,1106.18,172.22,214.95,880.44,508.06
30.2,4.78,61.51,cold,-3.36,43.93,0.08,no,eco,RWD,111.78,280.21,180.63,699.39,623.58
49.18,4.96,46.37,mild,3.64,30.91,0.56,yes,sport,AWD,1759.23,168.76,146.26,146.22,463.93
85.93,10.81,62.09,mild,-2.64,22.31,0.57,no,sport,RWD,1413.34,207.91,194.82,652.98,594.41
33.45,7.26,41.86,hot,4.3,24.18,0.23,no,normal,FWD,1752.88,263.98,153.83,572.63,506.77
59.53,5.34,51.71,mild,4.2,60.2,0.26,yes,sport,RWD,1990.14,157.34,165.11,681.39,524.6
93.44,6.46,43.3,cold,-0.1,21.31,0.37,no,eco,RWD,745.94,222.62,103.74,258.14,626.96
14.7,3.1,49.49,cold,-0.41,51.74,0.85,no,eco,RWD,1188.51,271.31,179.23,638.87,532.52
97.98,13.51,48.41,cold,3.11,102.05,0.49,no,sport,AWD,1284.67,229.23,185.37,307.25,522.6
75.8,2.83,63.85,hot,-4.56,43.73,0.74,no,sport,RWD,345.79,270.16,202.99,884.85,625.16
86.36,9.16,56.59,hot,-4.17,74.77,0.78,yes,eco,RWD,450.35,175.69,130.14,904.21,566.91
13.7,6.24,53.29,hot,-0.19,83.55,0.9,no,normal,FWD,1294.49,223.87,210.83,593.97,539.58
83.09,4.26,41.0,cold,-3.01,69.76,0.19,no,normal,FWD,1158.55,291.48,153.13,866.35,630.12
18.14,14.2,56.26,hot,-3.28,113.68,0.25,no,sport,RWD,151.36,150.89,127.13,683.32,444.41
26.74,5.03,42.59,hot,2.96,23.86,0.04,yes,normal,AWD,1696.83,200.61,169.3,263.63,462.67
40.88,2.17,42.98,hot,4.45,112.81,0.11,yes,sport,RWD,191.51,263.42,242.77,511.86,518.46
86.37,8.46,51.88,mild,4.94,60.69,0.71,yes,normal,AWD,1039.89,249.12,236.64,561.79,596.21
57.18,8.24,47.07,mild,3.35,111.59,0.86,no,sport,AWD,1332.9,262.92,190.02,865.96,455.83
53.53,1.13,41.92,cold,-2.05,109.23,0.53,no,eco,RWD,1746.63,268.91,64.12,213.27,488.57
94.81,4.23,40.73,cold,-0.98,29.06,0.2,yes,normal,FWD,1018.83,281.17,202.39,132.86,620.41
50.28,7.37,55.72,hot,-2.16,109.55,0.67,yes,sport,FWD,1119.23,193.53,95.12,652.77,422.75
69.53,13.69,54.41,hot,3.01,72.72,0.66,yes,normal,RWD,1390.16,240.14,219.79,870.9,542.05
90.34,1.61,53.46,mild,3.86,103.76,0.01,yes,normal,FWD,301.74,256.93,198.75,110.82,644.47
65.18,3.96,46.06,mild,-4.34,43.21,0.43,yes,normal,RWD,298.12,244.43,238.93,206.4,601.18
15.76,6.56,46.71,hot,-0.16,79.03,0.48,no,sport,FWD,1118.09,255.37,150.36,117.13,483.53
70.75,2.46,49.89,mild,3.92,114.18,0.59,yes,eco,RWD,1508.32,255.1,188.08,599.19,527.7
85.97,10.47,49.96,mild,-3.54,44.38,0.14,yes,normal,FWD,1958.62,240.18,178.83,328.39,563.3
65.66,4.93,50.09,mild,2.09,31.02,0.21,no,normal,RWD,1673.91,168.24,122.01,731.04,586.08
56.76,6.09,41.75,mild,3.88,24.42,0.41,yes,eco,AWD,1200.2,227.49,138.79,539.59,490.74
39.13,1.98,54.84,mild,-2.62,115.99,0.51,yes,sport,AWD,1229.33,188.2,152.13,440.75,453.16
54.39,0.5,50.62,hot,-1.44,101.14,0.82,yes,sport,AWD,1078.09,250.93,88.63,680.18,456.34
66.48,6.43,61.32,mild,-3.04,32.99,0.5,no,normal,AWD,1193.44,193.0,211.12,893.5,623.1
86.39,6.29,49.51,hot,3.81,44.56,0.96,yes,eco,AWD,1375.88,155.3,155.38,825.68,539.73
98.6,7.76,63.47,mild,1.3,86.5,0.72,yes,eco,RWD,893.37,243.59,131.32,476.03,615.53
41.3,9.5,57.0,cold,0.29,37.5,0.5,no,normal,AWD,409.71,228.44,169.56,929.14,579.76
55.56,3.16,55.7,cold,1.06,54.51,0.22,yes,sport,AWD,1219.07,154.74,225.08,791.26,575.15
84.92,0.21,41.8,hot,-4.93,31.87,0.05,yes,eco,FWD,1588.78,201.69,196.28,295.3,639.4
52.93,14.15,56.08,mild,3.12,48.68,0.86,no,sport,RWD,667.49,190.55,236.18,482.8,543.34
97.82,10.69,45.52,cold,4.38,58.41,0.4,yes,sport,RWD,1180.36,261.29,201.83,807.08,565.33
22.65,2.98,49.65,mild,3.5,51.23,0.46,no,normal,RWD,213.0,228.86,121.56,617.72,548.02
92.78,1.5,41.06,cold,4.28,62.7,0.26,no,eco,FWD,633.68,288.02,204.2,974.83,664.11
23.3,2.34,40.6,cold,4.2,70.36,0.69,yes,sport,AWD,624.44,243.75,127.2,544.69,435.87
48.69,8.6,41.62,mild,1.75,48.26,0.23,no,eco,FWD,811.93,295.91,94.03,941.99,519.09
22.82,9.43,62.92,cold,1.82,111.08,0.79,yes,sport,FWD,688.55,219.42,209.28,806.17,452.99
51.49,11.52,64.86,cold,2.3,66.18,0.9,no,eco,AWD,864.48,180.63,189.16,305.47,565.03
38.11,5.15,53.24,cold,-3.34,24.35,0.82,yes,normal,RWD,668.27,256.56,145.07,445.6,479.45
78.55,3.05,54.07,cold,-4.26,39.27,0.68,no,sport,FWD,1548.75,161.32,208.0,380.26,611.22
81.5,13.67,52.46,mild,4.78,46.23,0.34,no,normal,AWD,1929.1,291.58,64.26,926.43,482.61
89.74,14.19,43.56,mild,4.62,103.29,0.17,no,sport,AWD,1267.31,209.73,131.06,845.1,507.69
43.66,11.99,47.5,hot,0.27,55.08,0.75,no,sport,FWD,1179.93,277.85,239.75,791.55,549.26
50.33,8.78,61.51,cold,-1.38,59.67,0.64,yes,normal,FWD,1757.15,210.09,185.39,975.84,558.04
80.48,3.8,40.56,mild,-0.68,27.89,0.1,no,sport,FWD,1441.8,166.19,188.77,582.11,614.6
91.53,11.4,55.55,mild,-3.3,28.93,0.2,yes,sport,RWD,1860.84,169.52,243.86,690.97,607.97
50.68,9.14,46.13,cold,-0.23,40.72,0.6,no,sport,RWD,730.45,296.4,87.72,554.59,501.35
71.4,8.62,56.37,mild,1.98,57.36,0.31,no,eco,RWD,1866.09,282.64,203.07,821.7,631.99
47.98,5.62,60.85,hot,-3.22,108.89,0.09,yes,normal,FWD,1928.8,197.58,238.91,137.25,548.69
83.52,8.54,61.18,hot,2.05,54.57,0.49,no,normal,AWD,1698.36,273.83,95.6,624.22,590.04
20.39,3.32,57.74,hot,-1.37,97.86,0.31,no,eco,FWD,1351.39,215.4,112.46,341.86,519.19
26.38,10.19,46.91,hot,0.01,106.41,0.15,yes,sport,RWD,232.91,160.75,128.47,253.78,427.08
42.26,3.53,60.66,hot,-3.1,58.91,0.52,yes,sport,AWD,431.06,288.99,207.28,556.7,567.05
62.24,0.29,45.93,cold,-1.42,67.63,0.8,no,eco,FWD,477.59,258.56,172.76,491.55,623.09
51.85,10.28,51.14,cold,-1.33,39.19,0.63,yes,eco,AWD,910.71,297.99,195.57,752.78,550.77
55.99,6.54,55.18,cold,4.32,98.36,0.03,yes,sport,FWD,895.36,291.67,70.45,109.92,481.63
99.89,0.16,56.77,cold,-0.12,90.25,0.62,no,normal,FWD,656.49,296.77,210.37,806.52,726.81
69.06,3.24,61.37,hot,-1.85,79.48,0.14,yes,eco,AWD,1664.68,297.65,66.2,781.0,562.04
91.14,6.62,61.12,hot,-4.56,84.46,0.09,no,eco,RWD,332.03,289.13,70.15,475.78,624.59
66.31,3.4,56.44,hot,3.99,54.37,0.06,no,sport,AWD,1646.47,227.33,98.87,331.34,560.45
47.51,10.57,63.84,cold,-4.16,87.37,0.07,yes,eco,FWD,1932.7,198.65,179.04,165.91,551.88
30.11,10.4,44.62,mild,-3.44,44.97,0.7,yes,sport,RWD,1661.24,193.03,75.74,535.78,378.33
61.7,2.91,49.25,mild,-0.71,119.34,0.21,no,eco,FWD,1332.13,251.64,73.54,507.6,537.04
63.49,7.38,59.13,hot,-0.93,44.49,0.25,yes,normal,RWD,697.6,185.88,146.99,370.53,577.84
56.43,8.68,42.16,mild,4.13,117.83,0.56,no,normal,FWD,132.8,181.0,247.99,321.12,528.43
23.32,8.38,50.1,mild,3.32,26.37,0.15,no,eco,AWD,1908.89,248.29,62.98,354.84,443.91
40.3,10.77,57.35,cold,-2.42,21.53,0.25,no,eco,AWD,1289.76,232.94,248.89,646.28,581.1
45.57,0.84,52.12,cold,4.12,53.35,0.13,no,eco,AWD,991.33,270.58,123.58,197.75,604.92
16.42,5.38,48.27,cold,-2.73,32.93,0.92,yes,normal,AWD,311.48,268.79,94.77,432.52,446.74
97.2,6.53,53.98,cold,-3.25,66.48,0.98,yes,eco,FWD,934.57,298.28,249.9,164.89,646.32
65.59,14.74,57.76,mild,2.19,99.83,0.71,no,sport,FWD,1132.03,182.04,186.07,456.09,495.65
95.18,9.96,56.94,cold,-0.88,75.46,0.71,no,sport,RWD,866.27,205.85,180.37,374.9,599.93
74.37,8.29,55.08,hot,-2.2,35.24,0.14,no,sport,AWD,960.43,272.7,89.22,584.52,534.06
19.91,2.27,56.47,hot,3.74,60.34,0.64,no,eco,FWD,1225.12,237.26,63.19,602.37,499.52
16.29,8.56,57.19,hot,2.5,62.29,0.71,no,sport,RWD,1339.29,243.85,212.34,659.92,505.66
63.76,0.07,59.96,hot,0.4,53.34,0.1,yes,eco,AWD,1811.63,289.38,78.93,843.57,597.8
92.13,13.19,51.65,cold,-3.16,55.6,0.65,yes,eco,RWD,1859.8,258.44,209.57,880.56,580.0
53.52,1.32,40.39,mild,-2.32,58.53,0.25,yes,sport,AWD,339.43,202.38,59.12,733.05,503.52
95.76,9.22,40.13,hot,3.08,60.67,0.66,yes,normal,FWD,928.6,176.06,237.98,500.06,611.29
78.4,6.99,49.42,hot,-3.27,42.69,0.42,yes,eco,AWD,210.92,161.56,54.59,669.62,541.39
53.36,11.13,50.15,mild,-3.16,98.98,0.68,no,eco,AWD,1487.17,197.96,216.18,615.47,539.31
55.67,7.57,40.28,mild,-4.66,118.7,0.04,no,normal,RWD,867.9,210.48,173.79,292.18,515.92
68.42,0.15,61.65,cold,-4.6,64.61,0.73,yes,sport,FWD,1382.46,232.23,238.44,162.7,625.37
83.37,13.69,53.86,cold,1.26,111.14,0.04,yes,eco,AWD,208.92,195.41,151.75,650.45,556.91
54.9,9.26,43.34,cold,-3.1,57.83,1.0,yes,normal,RWD,1346.87,193.26,184.43,968.2,505.66
33.9,6.31,54.22,cold,3.14,59.36,0.79,no,normal,RWD,392.5,175.64,224.85,424.29,575.54
19.26,1.75,57.04,hot,4.82,92.43,0.55,yes,normal,RWD,886.77,151.63,179.08,529.52,525.46
78.5,14.63,60.94,hot,2.48,33.72,0.27,yes,sport,AWD,644.28,232.68,152.27,195.35,547.33
12.56,3.69,41.44,mild,1.33,20.66,0.62,yes,eco,AWD,209.46,162.14,70.78,281.88,446.49
52.98,4.5,46.08,cold,3.07,29.92,0.99,no,sport,FWD,213.61,152.04,199.71,186.21,554.72
21.39,8.57,54.38,mild,-2.81,87.24,0.37,no,eco,RWD,132.35,157.96,83.3,176.79,499.87
26.66,2.89,48.49,cold,4.45,47.04,0.38,no,sport,FWD,417.47,187.67,208.61,682.52,537.94
35.77,1.75,55.25,mild,3.95,116.79,0.36,yes,eco,RWD,1274.78,167.42,102.08,737.21,487.28
48.95,10.78,61.06,cold,4.58,94.47,0.34,yes,eco,FWD,767.27,261.7,235.85,584.57,549.78
41.94,8.0,52.68,cold,-4.46,31.05,0.8,yes,sport,RWD,1833.19,198.73,67.52,783.52,405.72
89.06,4.64,60.98,mild,1.34,59.97,0.31,no,normal,RWD,524.32,255.56,100.96,812.9,657.67
96.24,5.68,64.11,cold,-1.01,28.72,0.03,yes,normal,AWD,1067.32,170.02,142.61,476.52,654.38
23.91,7.94,62.48,cold,4.57,87.91,0.93,no,sport,RWD,1618.52,201.45,132.64,263.95,438.61
70.48,0.17,50.1,hot,4.86,36.9,0.53,no,normal,FWD,1787.3,264.93,152.45,474.61,574.22
85.91,0.9,42.34,cold,-4.08,81.25,0.22,no,sport,RWD,1932.56,195.44,71.39,754.72,533.94
34.59,10.14,48.68,cold,-3.78,21.4,0.56,no,normal,FWD,440.53,204.6,158.47,844.61,489.98
93.69,5.21,48.08,hot,1.96,98.62,0.27,no,eco,AWD,711.56,189.97,228.06,650.48,674.92
70.33,0.3,41.21,mild,-4.93,83.89,0.84,no,eco,RWD,824.2,171.96,152.99,172.97,605.93
26.21,13.57,44.44,cold,2.54,117.71,0.04,yes,eco,AWD,437.89,175.96,117.35,393.09,400.07
68.69,11.71,51.47,cold,-1.29,59.59,0.67,no,eco,RWD,542.89,194.76,178.09,373.04,617.02
49.64,10.0,51.39,mild,-3.73,66.85,0.86,yes,eco,FWD,282.24,286.29,104.1,191.1,513.36
60.39,12.51,59.97,mild,-3.99,99.32,0.28,no,normal,AWD,714.9,293.44,97.04,401.94,517.61
70.77,3.34,47.1,hot,-1.87,32.6,0.64,no,sport,AWD,1411.18,229.02,98.52,825.68,527.71
38.3,11.24,52.61,hot,-4.07,55.18,0.26,yes,sport,FWD,1262.37,152.24,70.55,773.67,429.59
83.69,10.92,51.3,mild,4.24,99.79,0.78,no,eco,RWD,555.01,265.78,226.89,676.27,602.54
88.57,10.37,41.37,cold,1.65,33.47,0.41,no,sport,FWD,551.77,199.52,77.83,337.63,553.2
79.15,10.41,52.8,cold,-0.42,45.31,0.59,no,normal,AWD,1429.75,181.23,64.7,826.74,549.95
42.49,11.22,46.08,mild,1.16,29.21,0.15,no,sport,RWD,861.51,289.09,51.92,812.16,477.92
96.49,2.57,49.13,mild,2.27,50.2,0.24,no,normal,AWD,1813.68,292.3,126.92,581.25,615.64
94.04,13.95,61.79,cold,-0.54,87.2,0.89,no,sport,RWD,1695.94,295.25,163.76,219.89,576.52
63.54,9.37,41.48,hot,-3.33,110.37,0.41,no,normal,RWD,1858.19,273.68,249.98,353.14,525.17
43.64,10.57,41.37,hot,3.86,48.66,0.54,yes,sport,RWD,554.38,225.99,138.15,516.97,440.16
79.9,10.5,47.26,cold,2.0,26.69,0.52,yes,normal,FWD,855.61,293.65,118.53,340.89,537.53
68.6,12.26,46.34,hot,-4.16,22.14,0.05,yes,sport,FWD,363.09,184.57,108.53,300.7,487.52
41.97,2.09,59.55,mild,0.03,25.63,0.04,no,eco,RWD,249.87,172.02,98.44,937.12,605.21
45.31,4.04,55.76,cold,2.83,108.06,0.58,no,normal,AWD,1173.49,211.73,176.06,432.56,541.8
29.71,13.83,57.0,cold,-3.87,44.44,0.42,yes,normal,AWD,1533.54,228.05,196.53,782.98,467.51
84.75,0.83,40.74,hot,2.5,26.57,0.85,yes,normal,AWD,1001.12,192.77,61.26,332.6,506.16
50.48,4.7,41.3,cold,-4.66,111.78,0.98,yes,normal,AWD,1615.81,161.52,235.59,275.55,451.03
28.13,4.32,63.86,hot,-1.15,116.95,0.67,yes,sport,AWD,1703.56,199.16,190.43,131.08,438.01
71.55,8.94,42.46,hot,-0.59,81.86,0.84,yes,eco,AWD,776.33,220.21,111.55,515.61,496.64
29.83,14.29,54.51,mild,-0.77,54.92,0.55,no,sport,AWD,980.53,280.1,182.9,472.83,498.2
14.82,6.79,58.14,hot,-0.19,32.92,0.12,no,sport,RWD,1002.91,254.03,219.31,157.75,549.3
51.62,1.27,59.28,cold,1.88,63.9,0.65,no,eco,FWD,1717.31,261.32,74.47,429.95,584.91
14.48,8.0,56.6,mild,-4.76,91.56,0.95,yes,normal,AWD,1705.04,238.65,84.25,330.84,364.99
62.66,11.75,60.79,hot,0.23,60.21,0.82,no,normal,RWD,1186.63,204.73,241.36,814.82,592.03
49.93,3.57,48.05,mild,3.21,78.1,0.07,no,normal,AWD,711.14,159.66,131.27,215.31,591.29
57.02,6.51,60.53,cold,4.12,85.02,0.29,no,sport,FWD,1688.13,274.89,188.98,452.37,565.99
76.25,11.78,64.32,hot,3.09,90.69,0.07,no,eco,RWD,1846.09,159.17,134.3,178.43,593.4
53.47,12.54,52.94,cold,4.0,20.35,0.13,no,normal,AWD,626.85,160.05,58.15,447.37,468.15
38.18,1.34,51.68,cold,1.59,112.6,0.9,no,normal,AWD,1101.55,278.24,240.66,431.59,542.91
17.79,9.95,51.87,hot,-1.0,107.02,0.39,yes,sport,AWD,680.02,277.35,131.81,350.41,411.57
50.85,12.86,49.52,cold,4.98,31.34,0.65,yes,sport,FWD,1154.12,286.8,140.24,936.8,422.7
15.93,8.03,49.32,cold,-4.73,36.5,0.5,no,normal,RWD,853.4,252.92,91.05,696.53,450.52
20.19,9.75,50.5,cold,-0.45,92.22,0.94,no,eco,RWD,1433.94,169.0,126.67,474.36,473.37
79.98,6.03,52.2,mild,1.67,36.2,0.34,yes,eco,AWD,268.8,153.77,136.95,800.01,619.25
22.97,1.47,42.39,hot,-2.96,102.38,0.38,no,eco,RWD,841.37,165.03,110.77,807.21,512.33
60.12,10.76,56.15,mild,-3.96,110.01,0.56,yes,sport,FWD,1888.42,250.78,106.13,104.0,406.46
88.99,1.79,54.05,hot,0.56,38.93,0.26,no,normal,AWD,939.97,208.8,146.67,161.89,643.9
53.58,3.41,64.95,cold,-4.1,51.0,0.04,no,eco,AWD,558.96,205.8,84.85,471.29,624.51
91.89,10.7,60.76,hot,-4.88,99.24,0.22,yes,normal,RWD,1972.54,279.19,135.68,175.77,535.46
88.96,14.61,64.27,cold,-3.96,43.24,0.6,yes,normal,AWD,1802.78,212.53,121.85,582.39,540.66
20.93,9.99,64.07,mild,2.67,68.51,0.15,yes,sport,RWD,129.79,234.5,179.08,428.21,536.66
52.0,13.44,48.82,cold,0.87,42.85,0.76,no,eco,FWD,899.56,295.7,67.83,653.14,493.82
55.31,6.92,53.79,cold,2.26,110.47,0.1,no,normal,RWD,698.08,216.31,189.63,388.59,573.47
98.05,9.36,44.48,mild,0.3,79.97,0.21,yes,normal,AWD,1662.87,274.64,154.91,467.53,586.52
13.97,13.43,51.53,cold,-4.5,24.71,0.33,yes,sport,FWD,346.53,165.86,156.88,467.11,436.27
17.42,10.82,60.3,mild,2.2,81.08,0.79,yes,sport,AWD,345.1,271.28,172.59,906.61,473.97
47.81,14.08,50.44,mild,-3.78,23.36,0.45,yes,normal,FWD,1960.56,197.72,97.02,900.07,407.98
77.1,13.53,58.25,mild,4.85,53.14,0.82,no,normal,AWD,1454.56,216.11,224.92,633.86,583.32
90.88,6.11,41.53,hot,4.98,83.96,0.32,no,eco,AWD,1283.64,261.05,216.83,908.23,611.29
78.05,3.38,58.44,hot,-4.47,30.52,0.77,yes,eco,FWD,1352.55,193.41,75.8,508.47,525.24
